"product_type","product_name","size","gender","age","city","state","country","total_quantity_sold"
"Shirt","Oxford Cloth","XS","Female",36,"Shieldschester","Tasmania","Australia",1
"Trousers","Tracksuit Bottoms","XS","Agender",41,"West Bailey","Victoria","Australia",1
"Shirt","Flannel","L","Genderfluid",21,"Chasemouth","Western Australia","Australia",1
"Jacket","Denim","S","Female",24,"Hermistonside","Western Australia","Australia",1
"Shirt","Oxford Cloth","L","Bigender",34,"North Marcusland","Northern Territory","Australia",1
"Trousers","Chinos","L","Female",49,"North Avabury","South Australia","Australia",1
"Jacket","Shearling","S","Female",39,"North Ellabury","Northern Territory","Australia",1
"Trousers","Chinos","L","Polygender",63,"Georgiatown","Western Australia","Australia",1
"Jacket","Parka","XL","Bigender",43,"Macdonaldtown","Northern Territory","Australia",1
"Trousers","Joggers","S","Genderqueer",76,"Rubyfort","Tasmania","Australia",1
"Trousers","Relaxed Leg","M","Male",67,"West Siennaland","Tasmania","Australia",1
"Trousers","Drawstring","L","Bigender",74,"Lake Jesse","New South Wales","Australia",1
"Trousers","Relaxed Leg","M","Female",56,"Port Alyssa","Queensland","Australia",1
"Jacket","Coach","XL","Non-binary",46,"West Michaelport","Tasmania","Australia",1
"Shirt","Linen","L","Female",75,"New Ellieland","Tasmania","Australia",1
"Shirt","Henley","S","Non-binary",57,"West Marcus","South Australia","Australia",1
"Shirt","Chambray","M","Non-binary",67,"Alexandramouth","New South Wales","Australia",1
"Shirt","Camp Collared","XL","Agender",20,"New Callum","Tasmania","Australia",1
"Trousers","Cropped","M","Non-binary",23,"Gracemouth","Northern Territory","Australia",1
"Shirt","Casual Slim Fit","XL","Genderqueer",50,"New Oliverside","New South Wales","Australia",1
"Trousers","Tracksuit Bottoms","XS","Genderqueer",34,"Port Annabelle","Northern Territory","Australia",1
"Trousers","High-Waisted","L","Non-binary",75,"West Sophie","Northern Territory","Australia",1
"Jacket","Peacoat","S","Male",26,"Alexanderland","Queensland","Australia",1
"Shirt","Polo","L","Female",78,"Andrewborough","New South Wales","Australia",1
"Jacket","Cardigan","XS","Male",29,"Lake Gabrielview","New South Wales","Australia",1
"Shirt","Oxford Cloth","L","Polygender",53,"Jordanburgh","Victoria","Australia",1
"Trousers","Cropped","S","Non-binary",72,"Port Anna","South Australia","Australia",1
"Trousers","Tracksuit Bottoms","XS","Polygender",43,"Howehaven","Tasmania","Australia",1
"Shirt","Cuban Collar","L","Female",56,"Port Alyssa","Queensland","Australia",1
"Trousers","Cords","S","Agender",20,"Haydenhaven","Victoria","Australia",1
"Trousers","Relaxed Leg","M","Polygender",46,"Baileyberg","Western Australia","Australia",1
"Jacket","Peacoat","M","Genderfluid",72,"Davidtown","Victoria","Australia",1
"Shirt","Oxford Cloth","L","Male",25,"Port Eveland","South Australia","Australia",1
"Trousers","Joggers","XL","Polygender",27,"Port Joshuaside","Northern Territory","Australia",1
"Jacket","Coach","XS","Polygender",40,"Hackettland","South Australia","Australia",1
"Shirt","Polo","M","Male",25,"Port Eveland","South Australia","Australia",1
"Shirt","Flannel","S","Non-binary",39,"Port Ali","Tasmania","Australia",1
"Trousers","Chinos","XS","Non-binary",68,"Port Harrychester","Western Australia","Australia",1
"Jacket","Shearling","S","Polygender",43,"East Gabriel","Australian Capital Territory","Australia",1
"Shirt","Dress","S","Bigender",39,"South Alexview","South Australia","Australia",1
"Jacket","Bomber","XL","Genderfluid",44,"East Madison","New South Wales","Australia",1
"Jacket","Cardigan","L","Male",50,"Gleasonburgh","Northern Territory","Australia",1
"Shirt","Linen","M","Genderfluid",32,"Heaneyview","South Australia","Australia",1
"Shirt","Camp Collared","L","Genderqueer",63,"East Aidan","Western Australia","Australia",1
"Shirt","Polo","S","Female",50,"Isabellaton","Australian Capital Territory","Australia",1
"Shirt","Linen","L","Bigender",20,"Laraview","Tasmania","Australia",1
"Shirt","Henley","XS","Female",54,"Cameronport","South Australia","Australia",1
"Shirt","Mandarin Collar","XS","Bigender",36,"Port Davidburgh","Tasmania","Australia",1
"Trousers","Drawstring","L","Polygender",53,"Jordanburgh","Victoria","Australia",1
"Shirt","Flannel","XL","Male",60,"Kulasville","New South Wales","Australia",1
"Shirt","Henley","L","Male",25,"West Aidenview","Victoria","Australia",1
"Trousers","High-Waisted","XL","Female",78,"Andrewborough","New South Wales","Australia",1
"Shirt","Mandarin Collar","XL","Female",75,"New Ellieland","Tasmania","Australia",1
"Trousers","Cords","M","Female",52,"North Edwardshire","Northern Territory","Australia",1
"Trousers","Chinos","S","Bigender",63,"Port Natalie","Victoria","Australia",1
"Shirt","Camp Collared","S","Non-binary",79,"West Noah","Queensland","Australia",1
"Jacket","Shearling","M","Agender",35,"Isaacberg","South Australia","Australia",1
"Shirt","Oxford Cloth","M","Male",21,"West Grace","Australian Capital Territory","Australia",1
"Jacket","Parka","S","Male",43,"Matthewstad","Victoria","Australia",1
"Jacket","Leather","XS","Genderqueer",61,"Liamton","Queensland","Australia",1
"Shirt","Henley","S","Bigender",68,"Amyton","Australian Capital Territory","Australia",1
"Shirt","Dress","L","Non-binary",59,"Durgantown","Queensland","Australia",1
"Jacket","Pullover","XL","Male",44,"Beiermouth","Queensland","Australia",1
"Jacket","Leather","L","Non-binary",31,"East Xavier","New South Wales","Australia",1
"Shirt","Dress","XL","Bigender",77,"Angelinaville","Tasmania","Australia",1
"Shirt","Denim","XS","Genderfluid",24,"Rodriguezbury","Victoria","Australia",1
"Shirt","Dress","L","Non-binary",55,"Laylabury","New South Wales","Australia",1
"Trousers","Slim-Fit","L","Genderqueer",60,"Harveyside","Tasmania","Australia",1
"Trousers","Chinos","L","Male",25,"West Aidenview","Victoria","Australia",1
"Trousers","Cropped","XL","Non-binary",47,"Lake Charli","Northern Territory","Australia",1
"Jacket","Coach","S","Female",22,"Jordanborough","Tasmania","Australia",1
"Jacket","Windbreaker","L","Bigender",20,"New Jadehaven","New South Wales","Australia",1
"Shirt","Flannel","XS","Non-binary",31,"Boyerland","New South Wales","Australia",1
"Shirt","Polo","L","Non-binary",67,"Alexandramouth","New South Wales","Australia",1
"Jacket","Windbreaker","M","Agender",78,"Laurenview","Western Australia","Australia",1
"Trousers","Pleated","XL","Female",36,"Shieldschester","Tasmania","Australia",1
"Shirt","Mandarin Collar","XL","Male",47,"West Michael","South Australia","Australia",1
"Trousers","Pleated","L","Female",38,"Williammouth","Victoria","Australia",1
"Jacket","Cardigan","L","Genderqueer",38,"Violetfort","South Australia","Australia",1
"Shirt","Flannel","XS","Genderqueer",67,"East Benjamin","New South Wales","Australia",1
"Trousers","Drawstring","XL","Bigender",34,"North Marcusland","Northern Territory","Australia",1
"Shirt","Henley","S","Bigender",52,"Port Isabel","Northern Territory","Australia",1
"Jacket","Cardigan","L","Genderqueer",45,"Beattychester","Queensland","Australia",1
"Jacket","Parka","M","Genderqueer",76,"Rubyfort","Tasmania","Australia",1
"Shirt","Denim","XS","Non-binary",40,"Lake Alice","Victoria","Australia",1
"Trousers","Cords","XS","Non-binary",47,"North Lukeshire","Tasmania","Australia",1
"Shirt","Henley","L","Genderfluid",27,"New Isaac","Victoria","Australia",1
"Jacket","Trench Coat","XL","Genderfluid",64,"West Jackfort","South Australia","Australia",1
"Shirt","Mandarin Collar","XL","Genderfluid",24,"Rodriguezbury","Victoria","Australia",1
"Shirt","Casual Slim Fit","S","Male",75,"New Chase","Australian Capital Territory","Australia",1
"Shirt","Denim","M","Genderqueer",46,"East Isla","Western Australia","Australia",1
"Jacket","Parka","XS","Female",39,"North Ellabury","Northern Territory","Australia",1
"Trousers","Chinos","XS","Genderfluid",37,"West Zoe","Victoria","Australia",1
"Shirt","Dress","M","Polygender",44,"Macdonaldchester","Victoria","Australia",1
"Trousers","Drawstring","S","Polygender",43,"South Codyhaven","Tasmania","Australia",1
"Trousers","Cropped","S","Bigender",25,"Morissetteborough","Queensland","Australia",1
"Trousers","Drawstring","XL","Agender",33,"West Lachlan","Queensland","Australia",1
"Shirt","Camp Collared","L","Agender",43,"Lake Aiden","Northern Territory","Australia",1
"Trousers","Cropped","S","Male",51,"Lake Nicholasfort","Australian Capital Territory","Australia",1
"Jacket","Pullover","S","Male",53,"Amberland","Western Australia","Australia",1
"Jacket","Windbreaker","M","Bigender",68,"Declanton","South Australia","Australia",1
"Trousers","Drawstring","L","Bigender",35,"Robertstown","Western Australia","Australia",1
"Trousers","Chinos","XL","Polygender",43,"Beahantown","South Australia","Australia",1
"Shirt","Chambray","L","Male",37,"Abbeyshire","South Australia","Australia",1
"Trousers","Chinos","S","Male",58,"West Mackenzie","Queensland","Australia",1
"Shirt","Henley","M","Polygender",45,"Samuelside","New South Wales","Australia",1
"Trousers","Chinos","M","Female",22,"Jordanborough","Tasmania","Australia",1
"Shirt","Camp Collared","L","Genderqueer",76,"Rubyfort","Tasmania","Australia",1
"Jacket","Bomber","L","Female",31,"Davidshire","South Australia","Australia",1
"Jacket","Cardigan","S","Genderfluid",80,"Port Aaronton","Queensland","Australia",1
"Shirt","Denim","S","Polygender",48,"Monahanside","South Australia","Australia",1
"Trousers","Relaxed Leg","L","Agender",20,"West Amber","Western Australia","Australia",1
"Trousers","Drawstring","L","Genderfluid",61,"Johnstonshire","Australian Capital Territory","Australia",1
"Jacket","Cardigan","XL","Bigender",78,"Taylorfurt","New South Wales","Australia",1
"Trousers","High-Waisted","XL","Female",36,"Shieldschester","Tasmania","Australia",1
"Shirt","Casual Slim Fit","XS","Male",57,"Mollyland","New South Wales","Australia",1
"Trousers","Wool","S","Genderqueer",52,"Leomouth","Northern Territory","Australia",1
"Jacket","Pullover","L","Genderfluid",41,"Hudsontown","New South Wales","Australia",1
"Trousers","Chinos","XL","Non-binary",46,"West Michaelport","Tasmania","Australia",1
"Jacket","Leather","XL","Female",30,"Spencerborough","Western Australia","Australia",1
"Jacket","Bomber","L","Genderfluid",24,"Harveyville","Australian Capital Territory","Australia",1
"Jacket","Shearling","M","Female",57,"East Zacharystad","Queensland","Australia",1
"Trousers","Pleated","XS","Male",57,"Parisianmouth","Queensland","Australia",1
"Shirt","Linen","XS","Agender",52,"Callumborough","Queensland","Australia",1
"Shirt","Casual Slim Fit","XS","Genderfluid",24,"Rodriguezbury","Victoria","Australia",1
"Trousers","Pleated","L","Non-binary",23,"Gracemouth","Northern Territory","Australia",1
"Shirt","Casual Slim Fit","XL","Male",43,"Matthewstad","Victoria","Australia",1
"Shirt","Camp Collared","M","Genderqueer",49,"East Michaelmouth","Australian Capital Territory","Australia",1
"Shirt","Polo","M","Non-binary",55,"Sauerfort","Western Australia","Australia",1
"Jacket","Peacoat","XL","Female",57,"East Zacharystad","Queensland","Australia",1
"Jacket","Shearling","S","Female",29,"Sanfordberg","Queensland","Australia",1
"Jacket","Cardigan","S","Polygender",45,"Samuelside","New South Wales","Australia",1
"Jacket","Leather","XL","Bigender",62,"Josephmouth","Queensland","Australia",1
"Shirt","Camp Collared","S","Female",46,"New Stellastad","Australian Capital Territory","Australia",1
"Jacket","Shearling","L","Agender",43,"Lake Aiden","Northern Territory","Australia",1
"Trousers","Drawstring","L","Agender",22,"Jordanside","Australian Capital Territory","Australia",1
"Jacket","Pullover","L","Male",23,"O'keefeton","Tasmania","Australia",1
"Jacket","Peacoat","M","Male",61,"Ryanfurt","Victoria","Australia",1
"Trousers","High-Waisted","XL","Female",40,"Towneport","Northern Territory","Australia",1
"Trousers","Relaxed Leg","M","Male",51,"Lake Nicholasfort","Australian Capital Territory","Australia",1
"Shirt","Chambray","S","Genderfluid",61,"Kiehnstad","Australian Capital Territory","Australia",1
"Shirt","Henley","L","Polygender",53,"Zacharybury","Northern Territory","Australia",1
"Shirt","Henley","S","Male",68,"Kingmouth","Northern Territory","Australia",1
"Jacket","Bomber","S","Agender",41,"West Bailey","Victoria","Australia",1
"Shirt","Polo","XS","Non-binary",68,"Port Harrychester","Western Australia","Australia",1
"Trousers","Joggers","S","Agender",24,"South Pipermouth","South Australia","Australia",1
"Trousers","Chinos","M","Male",57,"Mollyland","New South Wales","Australia",1
"Jacket","Leather","XS","Genderfluid",74,"Schneiderbury","Northern Territory","Australia",1
"Jacket","Denim","M","Bigender",34,"North Cody","Victoria","Australia",1
"Shirt","Flannel","M","Non-binary",75,"Smythland","South Australia","Australia",1
"Jacket","Pullover","L","Agender",77,"Mitchellhaven","South Australia","Australia",1
"Trousers","Cargo Pants","XS","Bigender",75,"New Callumtown","Western Australia","Australia",1
"Shirt","Casual Slim Fit","M","Polygender",41,"Port Siennaport","South Australia","Australia",1
"Jacket","Pullover","S","Female",72,"South Georgia","Western Australia","Australia",1
"Jacket","Coach","M","Genderqueer",27,"Cassinport","Western Australia","Australia",1
"Shirt","Linen","XL","Bigender",49,"Shieldsside","Tasmania","Australia",1
"Trousers","Slim-Fit","XS","Bigender",62,"Josephmouth","Queensland","Australia",1
"Jacket","Trench Coat","XS","Male",46,"Port Lily","Australian Capital Territory","Australia",1
"Jacket","Parka","M","Agender",43,"Lake Aiden","Northern Territory","Australia",1
"Jacket","Denim","L","Non-binary",78,"Port Haydenchester","Western Australia","Australia",1
"Trousers","Chinos","XS","Polygender",43,"Beahantown","South Australia","Australia",1
"Trousers","Pleated","XL","Female",54,"Cameronport","South Australia","Australia",1
"Shirt","Oxford Cloth","S","Genderqueer",55,"East Audrey","South Australia","Australia",1
"Trousers","Joggers","XL","Male",45,"North Beau","Western Australia","Australia",1
"Shirt","Chambray","XS","Bigender",63,"Port Natalie","Victoria","Australia",1
"Trousers","Drawstring","S","Non-binary",59,"Durgantown","Queensland","Australia",1
"Shirt","Cuban Collar","XS","Genderqueer",63,"West Jessica","Queensland","Australia",1
"Trousers","Tracksuit Bottoms","S","Male",47,"Chelseahaven","Victoria","Australia",1
"Jacket","Denim","M","Polygender",34,"East Sophia","Queensland","Australia",1
"Trousers","Relaxed Leg","L","Non-binary",80,"East Sienna","New South Wales","Australia",1
"Trousers","Cropped","L","Genderqueer",75,"North Paige","New South Wales","Australia",1
"Trousers","Slim-Fit","M","Polygender",67,"South Levi","New South Wales","Australia",1
"Jacket","Coach","XL","Agender",55,"South Anthonyburgh","Northern Territory","Australia",1
"Jacket","Leather","L","Genderqueer",73,"Hamiltonport","Queensland","Australia",1
"Shirt","Henley","XL","Bigender",78,"Taylorfurt","New South Wales","Australia",1
"Trousers","Cargo Pants","S","Polygender",34,"East Sophia","Queensland","Australia",1
"Shirt","Chambray","XS","Polygender",68,"West Audreyhaven","Queensland","Australia",1
"Shirt","Polo","XL","Polygender",26,"New Leah","Queensland","Australia",1
"Jacket","Pullover","M","Female",38,"Williammouth","Victoria","Australia",1
"Shirt","Henley","XS","Polygender",40,"Hackettland","South Australia","Australia",1
"Jacket","Shearling","S","Agender",22,"Jordanside","Australian Capital Territory","Australia",1
"Trousers","Cargo Pants","S","Bigender",31,"North Aidentown","Northern Territory","Australia",1
"Shirt","Denim","XL","Polygender",53,"Zacharybury","Northern Territory","Australia",1
"Jacket","Leather","XS","Genderqueer",65,"Lake Declanland","South Australia","Australia",1
"Trousers","Cords","S","Male",43,"Matthewstad","Victoria","Australia",1
"Shirt","Oxford Cloth","L","Bigender",74,"Lake Jesse","New South Wales","Australia",1
"Shirt","Denim","M","Polygender",34,"Charlotteville","Queensland","Australia",1
"Trousers","Joggers","XL","Genderfluid",35,"Claudiaview","Western Australia","Australia",1
"Shirt","Casual Slim Fit","XL","Bigender",31,"Lake Phoebe","Western Australia","Australia",1
"Trousers","Cords","M","Genderfluid",30,"South Adam","Western Australia","Australia",1
"Jacket","Leather","XS","Male",53,"Amberland","Western Australia","Australia",1
"Trousers","Tracksuit Bottoms","XS","Genderqueer",47,"Hannahberg","Australian Capital Territory","Australia",1
"Trousers","Joggers","XL","Non-binary",20,"Maxberg","Victoria","Australia",1
"Shirt","Linen","XL","Female",52,"Huelhaven","Australian Capital Territory","Australia",1
"Shirt","Chambray","XL","Male",79,"Walterland","New South Wales","Australia",1
"Jacket","Bomber","L","Non-binary",42,"Willowmouth","Queensland","Australia",1
"Shirt","Oxford Cloth","M","Genderfluid",61,"Evastad","South Australia","Australia",1
"Jacket","Cardigan","M","Genderqueer",27,"Cassinport","Western Australia","Australia",1
"Trousers","Relaxed Leg","L","Genderqueer",27,"Jaspermouth","Western Australia","Australia",1
"Jacket","Windbreaker","XL","Genderqueer",63,"Alexandraville","South Australia","Australia",1
"Shirt","Cuban Collar","S","Non-binary",72,"Port Anna","South Australia","Australia",1
"Trousers","Cropped","XL","Agender",22,"Jordanside","Australian Capital Territory","Australia",1
"Shirt","Dress","XL","Genderqueer",34,"West Jonathanshire","Tasmania","Australia",1
"Jacket","Coach","XS","Genderfluid",24,"Harveyville","Australian Capital Territory","Australia",1
"Trousers","Tracksuit Bottoms","XL","Genderqueer",56,"Elijahburgh","Queensland","Australia",1
"Trousers","Cords","XL","Bigender",64,"Chloeville","Tasmania","Australia",1
"Trousers","Pleated","XL","Female",54,"Andersonburgh","Tasmania","Australia",1
"Trousers","High-Waisted","XS","Genderqueer",36,"Port Lillianside","South Australia","Australia",1
"Jacket","Pullover","XS","Non-binary",46,"West Michaelport","Tasmania","Australia",1
"Trousers","Cropped","XS","Genderqueer",38,"Lake Alihaven","Northern Territory","Australia",1
"Jacket","Denim","S","Male",75,"New Chase","Australian Capital Territory","Australia",1
"Jacket","Shearling","M","Polygender",44,"Port Aliview","Western Australia","Australia",1
"Jacket","Pullover","M","Agender",34,"Elijahshire","Queensland","Australia",1
"Trousers","Drawstring","XS","Female",54,"West Chasemouth","Australian Capital Territory","Australia",1
"Jacket","Bomber","M","Male",48,"Jacobsland","Northern Territory","Australia",1
"Jacket","Parka","M","Female",60,"Ameliaview","South Australia","Australia",1
"Trousers","Joggers","S","Non-binary",71,"Lake Lillyville","Northern Territory","Australia",1
"Jacket","Denim","XS","Genderfluid",20,"Port Elliechester","Australian Capital Territory","Australia",1
"Shirt","Camp Collared","XL","Agender",22,"Jordanside","Australian Capital Territory","Australia",1
"Trousers","Cords","M","Male",26,"Alexanderland","Queensland","Australia",1
"Shirt","Oxford Cloth","L","Bigender",40,"West Kiara","Tasmania","Australia",1
"Jacket","Leather","M","Agender",32,"New Rileybury","South Australia","Australia",1
"Shirt","Denim","L","Female",38,"Williammouth","Victoria","Australia",1
"Shirt","Oxford Cloth","L","Agender",27,"Harrismouth","Queensland","Australia",1
"Jacket","Bomber","L","Non-binary",80,"East Sienna","New South Wales","Australia",1
"Trousers","Joggers","XL","Genderfluid",20,"New Alexchester","New South Wales","Australia",1
"Shirt","Dress","M","Female",64,"Blakeborough","Australian Capital Territory","Australia",1
"Trousers","Cords","L","Polygender",40,"Dietrichville","South Australia","Australia",1
"Shirt","Mandarin Collar","XL","Bigender",28,"Lake Abigailhaven","Western Australia","Australia",1
"Trousers","Cargo Pants","L","Genderfluid",40,"South Jayden","South Australia","Australia",1
"Jacket","Trench Coat","L","Genderqueer",45,"Barrowschester","Victoria","Australia",1
"Jacket","Shearling","XL","Female",22,"Jordanborough","Tasmania","Australia",1
"Trousers","Joggers","L","Genderqueer",62,"Audreyfurt","Victoria","Australia",1
"Trousers","High-Waisted","M","Agender",50,"North Kayla","Western Australia","Australia",1
"Shirt","Linen","M","Male",71,"Phoebeberg","Queensland","Australia",1
"Jacket","Leather","L","Female",30,"Johnstonhaven","Northern Territory","Australia",1
"Trousers","Slim-Fit","L","Female",57,"East Matthewville","New South Wales","Australia",1
"Shirt","Camp Collared","XS","Genderqueer",46,"Harberview","Tasmania","Australia",1
"Jacket","Shearling","L","Non-binary",74,"West Lukeshire","New South Wales","Australia",1
"Trousers","Slim-Fit","S","Genderqueer",63,"East Aidan","Western Australia","Australia",1
"Shirt","Flannel","XL","Non-binary",40,"Lake Alice","Victoria","Australia",1
"Trousers","Slim-Fit","XL","Genderfluid",74,"Ebertfurt","Australian Capital Territory","Australia",1
"Trousers","High-Waisted","XS","Polygender",35,"Kreigerberg","Tasmania","Australia",1
"Shirt","Camp Collared","L","Polygender",67,"O'connertown","Tasmania","Australia",1
"Jacket","Peacoat","XS","Male",26,"Hicklebury","New South Wales","Australia",1
"Shirt","Mandarin Collar","L","Male",42,"Russelstad","Victoria","Australia",1
"Jacket","Shearling","XL","Male",28,"Lucyport","Western Australia","Australia",1
"Jacket","Leather","XL","Agender",77,"Ernserland","Northern Territory","Australia",1
"Trousers","Drawstring","L","Female",49,"North Avabury","South Australia","Australia",1
"Shirt","Dress","M","Polygender",68,"West Audreyhaven","Queensland","Australia",1
"Shirt","Flannel","M","Bigender",53,"O'reillychester","South Australia","Australia",1
"Shirt","Casual Slim Fit","M","Genderqueer",71,"Oscarberg","South Australia","Australia",1
"Jacket","Denim","S","Male",60,"Kulasville","New South Wales","Australia",1
"Trousers","Wool","S","Non-binary",38,"Samanthatown","Western Australia","Australia",1
"Trousers","Chinos","S","Genderqueer",34,"Port Annabelle","Northern Territory","Australia",1
"Jacket","Bomber","XS","Male",78,"Port Blake","Queensland","Australia",1
"Jacket","Puffer","XS","Polygender",63,"Georgiatown","Western Australia","Australia",1
"Trousers","Slim-Fit","XL","Genderqueer",27,"Cassinport","Western Australia","Australia",1
"Jacket","Denim","XS","Polygender",23,"Boyleberg","Queensland","Australia",1
"Jacket","Bomber","S","Female",75,"West Thomas","Victoria","Australia",1
"Trousers","Cropped","XS","Genderfluid",69,"Lake Callumville","Queensland","Australia",1
"Shirt","Casual Slim Fit","M","Genderfluid",69,"Lake Callumville","Queensland","Australia",1
"Trousers","Relaxed Leg","XL","Genderqueer",76,"Rubyfort","Tasmania","Australia",1
"Jacket","Bomber","XS","Polygender",53,"Jordanburgh","Victoria","Australia",1
"Trousers","Relaxed Leg","L","Polygender",43,"East Gabriel","Australian Capital Territory","Australia",1
"Trousers","Drawstring","XS","Female",67,"West Hayleyhaven","New South Wales","Australia",1
"Jacket","Coach","XS","Genderfluid",61,"Johnstonshire","Australian Capital Territory","Australia",1
"Trousers","Slim-Fit","L","Female",56,"Port Alyssa","Queensland","Australia",1
"Shirt","Casual Slim Fit","XL","Polygender",26,"Tylershire","Queensland","Australia",1
"Jacket","Puffer","S","Genderqueer",68,"West Claudia","South Australia","Australia",1
"Shirt","Oxford Cloth","M","Non-binary",55,"Laylabury","New South Wales","Australia",1
"Jacket","Parka","L","Genderqueer",27,"Jaspermouth","Western Australia","Australia",1
"Jacket","Parka","L","Agender",50,"North Kayla","Western Australia","Australia",1
"Shirt","Flannel","L","Agender",25,"Fayburgh","Northern Territory","Australia",1
"Shirt","Flannel","S","Polygender",40,"Hackettland","South Australia","Australia",1
"Trousers","Pleated","L","Polygender",43,"Beahantown","South Australia","Australia",1
"Jacket","Parka","XS","Polygender",63,"Georgiatown","Western Australia","Australia",1
"Shirt","Oxford Cloth","S","Genderqueer",43,"South Hannah","Tasmania","Australia",1
"Trousers","Pleated","L","Polygender",58,"Joelmouth","Australian Capital Territory","Australia",1
"Jacket","Trench Coat","M","Non-binary",38,"Samanthatown","Western Australia","Australia",1
"Shirt","Cuban Collar","M","Male",79,"Walterland","New South Wales","Australia",1
"Trousers","Cropped","M","Bigender",53,"O'reillychester","South Australia","Australia",1
"Trousers","Slim-Fit","XL","Agender",58,"West Rubyland","Queensland","Australia",1
"Jacket","Puffer","S","Genderfluid",32,"Port Sarah","Queensland","Australia",1
"Shirt","Camp Collared","XS","Female",29,"Sanfordberg","Queensland","Australia",1
"Trousers","Chinos","S","Male",78,"Port Liam","South Australia","Australia",1
"Shirt","Denim","XL","Genderqueer",45,"Barrowschester","Victoria","Australia",1
"Trousers","Cargo Pants","XL","Non-binary",38,"Callummouth","Australian Capital Territory","Australia",1
"Shirt","Cuban Collar","L","Polygender",30,"New Beau","Victoria","Australia",1
"Trousers","Relaxed Leg","S","Genderfluid",47,"Charlesshire","Australian Capital Territory","Australia",1
"Jacket","Puffer","XL","Genderfluid",24,"South Jasper","Queensland","Australia",1
"Jacket","Leather","L","Female",75,"Monahanberg","New South Wales","Australia",1
"Shirt","Camp Collared","L","Non-binary",23,"South Hannahstad","Victoria","Australia",1
"Shirt","Casual Slim Fit","S","Genderfluid",32,"Port Sarah","Queensland","Australia",1
"Jacket","Pullover","S","Genderqueer",23,"Lake Addisonland","South Australia","Australia",1
"Jacket","Coach","S","Female",25,"Hamiltonshire","Western Australia","Australia",1
"Shirt","Chambray","XS","Male",26,"Alexanderland","Queensland","Australia",1
"Trousers","Chinos","XS","Non-binary",74,"West Lukeshire","New South Wales","Australia",1
"Trousers","Tracksuit Bottoms","L","Female",26,"Jacobport","New South Wales","Australia",1
"Jacket","Pullover","M","Bigender",57,"Port Rosemouth","Queensland","Australia",1
"Jacket","Puffer","XS","Male",35,"Jettstad","Australian Capital Territory","Australia",1
"Jacket","Leather","M","Non-binary",52,"South Evaport","Northern Territory","Australia",1
"Trousers","Joggers","XL","Agender",22,"Jordanside","Australian Capital Territory","Australia",1
"Trousers","Drawstring","XS","Polygender",40,"Dietrichville","South Australia","Australia",1
"Trousers","Slim-Fit","XL","Genderqueer",63,"Alexandraville","South Australia","Australia",1
"Jacket","Leather","XS","Female",57,"Mayerland","Victoria","Australia",1
"Shirt","Flannel","S","Agender",61,"Zacville","Western Australia","Australia",1
"Jacket","Peacoat","M","Non-binary",79,"West Ellaport","Australian Capital Territory","Australia",1
"Trousers","Slim-Fit","S","Polygender",30,"New Beau","Victoria","Australia",1
"Trousers","Slim-Fit","M","Polygender",23,"Boyleberg","Queensland","Australia",1
"Trousers","Chinos","XL","Agender",70,"Lake Rose","Western Australia","Australia",1
"Shirt","Casual Slim Fit","XS","Genderqueer",36,"Port Lillianside","South Australia","Australia",1
"Trousers","High-Waisted","M","Bigender",53,"Stewartland","Australian Capital Territory","Australia",1
"Jacket","Leather","XS","Genderqueer",38,"Stokestown","Australian Capital Territory","Australia",1
"Trousers","Tracksuit Bottoms","S","Agender",27,"West Joelmouth","Western Australia","Australia",1
"Jacket","Trench Coat","L","Polygender",67,"O'connertown","Tasmania","Australia",1
"Jacket","Windbreaker","M","Non-binary",75,"Smythland","South Australia","Australia",1
"Jacket","Peacoat","M","Bigender",52,"Port Isabel","Northern Territory","Australia",1
"Shirt","Polo","L","Bigender",34,"North Marcusland","Northern Territory","Australia",1
"Shirt","Cuban Collar","M","Genderfluid",64,"Kreigerbury","Northern Territory","Australia",1
"Trousers","Slim-Fit","XS","Genderqueer",62,"Langfort","Tasmania","Australia",1
"Shirt","Mandarin Collar","XS","Genderfluid",20,"Blakemouth","Northern Territory","Australia",1
"Shirt","Henley","S","Genderfluid",45,"North Nicholaston","Victoria","Australia",1
"Shirt","Camp Collared","L","Genderfluid",61,"West Kai","South Australia","Australia",1
"Shirt","Chambray","XL","Non-binary",38,"Callummouth","Australian Capital Territory","Australia",1
"Jacket","Trench Coat","XS","Genderqueer",25,"New Codyville","Victoria","Australia",1
"Trousers","Slim-Fit","XS","Genderqueer",45,"Beattychester","Queensland","Australia",1
"Jacket","Bomber","XL","Male",61,"South Emilyborough","Victoria","Australia",1
"Trousers","Joggers","M","Genderqueer",29,"Lake Edward","Queensland","Australia",1
"Jacket","Bomber","XS","Female",20,"Levihaven","Victoria","Australia",1
"Shirt","Linen","L","Polygender",28,"Swiftfort","New South Wales","Australia",1
"Trousers","Wool","M","Male",25,"West Aidenview","Victoria","Australia",1
"Shirt","Mandarin Collar","XL","Polygender",38,"Turcottetown","Australian Capital Territory","Australia",1
"Trousers","Drawstring","M","Agender",41,"West Bailey","Victoria","Australia",1
"Shirt","Linen","M","Female",57,"North Mackenzieborough","Northern Territory","Australia",1
"Jacket","Windbreaker","XL","Bigender",74,"Lake Jesse","New South Wales","Australia",1
"Trousers","High-Waisted","M","Non-binary",75,"West Sophie","Northern Territory","Australia",1
"Trousers","Wool","S","Non-binary",79,"West Noah","Queensland","Australia",1
